rank,term,date,count
4,"Dutch literature",1959,88
4,"Dutch literature",195u,5
4,"Dutch literature",1960,93
4,"Dutch literature",1961,96
4,"Dutch literature",1962,96
4,"Dutch literature",1963,75
4,"Dutch literature",1964,74
4,"Dutch literature",1965,84
4,"Dutch literature",1966,98
4,"Dutch literature",1967,68
4,"Dutch literature",1968,78
4,"Dutch literature",1969,90
4,"Dutch literature",1970,89
4,"Dutch literature",1971,94
4,"Dutch literature",1972,89
4,"Dutch literature",1973,113
4,"Dutch literature",1974,96
4,"Dutch literature",1975,117
4,"Dutch literature",1976,90
4,"Dutch literature",1977,103
4,"Dutch literature",1978,115
4,"Dutch literature",1979,138
4,"Dutch literature",1980,152
4,"Dutch literature",1981,127
4,"Dutch literature",1982,106
4,"Dutch literature",1983,136
4,"Dutch literature",1984,118
4,"Dutch literature",1985,115
4,"Dutch literature",1986,117
4,"Dutch literature",1987,102
4,"Dutch literature",1988,81
4,"Dutch literature",1989,85
4,"Dutch literature",1990,76
4,"Dutch literature",1991,77
4,"Dutch literature",1992,55
4,"Dutch literature",1993,80
4,"Dutch literature",1994,74
4,"Dutch literature",1995,84
4,"Dutch literature",1996,85
4,"Dutch literature",1997,83
4,"Dutch literature",1998,86
4,"Dutch literature",1999,81
4,"Dutch literature",19uu,20
4,"Dutch literature",2000,81
4,"Dutch literature",2001,92
4,"Dutch literature",2002,100
4,"Dutch literature",2003,121
4,"Dutch literature",2004,124
4,"Dutch literature",2005,117
4,"Dutch literature",2006,122
4,"Dutch literature",2007,124
4,"Dutch literature",2008,178
4,"Dutch literature",2009,94
4,"Dutch literature",2010,52
4,"Dutch literature",2011,72
4,"Dutch literature",2012,34
4,"Dutch literature",2013,19
4,"Dutch literature",2014,14
4,"Dutch literature",2015,12
4,"Dutch literature",2016,13
4,"Dutch literature",2017,21
4,"Dutch literature",2018,18
4,"Dutch literature",2019,7
4,"Dutch literature",2020,4
4,"Dutch literature",2021,1
5,"Politics and government.",1582,1
5,"Politics and government.",1593,1
5,"Politics and government.",1610,2
5,"Politics and government.",1618,1
5,"Politics and government.",1619,2
5,"Politics and government.",1626,2
5,"Politics and government.",1632,2
5,"Politics and government.",1637,1
5,"Politics and government.",1640,2
5,"Politics and government.",1641,2
5,"Politics and government.",1642,1
5,"Politics and government.",1650,17
5,"Politics and government.",1651,5
5,"Politics and government.",1652,1
5,"Politics and government.",1653,2
5,"Politics and government.",1654,1
5,"Politics and government.",1659,1
5,"Politics and government.",1660,1
5,"Politics and government.",1662,1
5,"Politics and government.",1663,1
5,"Politics and government.",1664,2
5,"Politics and government.",1665,1
5,"Politics and government.",1666,1
5,"Politics and government.",1670,1
5,"Politics and government.",1672,15
5,"Politics and government.",1673,5
5,"Politics and government.",1674,1
5,"Politics and government.",1675,3
5,"Politics and government.",1676,1
5,"Politics and government.",1677,4
5,"Politics and government.",1678,1
5,"Politics and government.",1681,1
5,"Politics and government.",1683,2
5,"Politics and government.",1684,6
5,"Politics and government.",1685,2
5,"Politics and government.",1688,9
5,"Politics and government.",1689,2
5,"Politics and government.",1690,7
5,"Politics and government.",1691,2
5,"Politics and government.",1692,1
5,"Politics and government.",1693,1
5,"Politics and government.",1696,1
5,"Politics and government.",1701,2
5,"Politics and government.",1702,1
5,"Politics and government.",1713,1
5,"Politics and government.",1716,1
5,"Politics and government.",1719,1
5,"Politics and government.",1723,1
5,"Politics and government.",1725,1
5,"Politics and government.",1733,4
5,"Politics and government.",1739,1
5,"Politics and government.",1747,1
5,"Politics and government.",1748,1
5,"Politics and government.",1749,1
5,"Politics and government.",1750,1
5,"Politics and government.",1752,1
5,"Politics and government.",1753,2
5,"Politics and government.",1755,1
5,"Politics and government.",1756,1
5,"Politics and government.",1762,1
5,"Politics and government.",1764,1
5,"Politics and government.",1766,1
5,"Politics and government.",1768,1
5,"Politics and government.",1776,1
5,"Politics and government.",1778,1
5,"Politics and government.",1780,2
5,"Politics and government.",1781,4
5,"Politics and government.",1782,1
5,"Politics and government.",1784,2
5,"Politics and government.",1785,2
5,"Politics and government.",1786,2
5,"Politics and government.",1788,1
5,"Politics and government.",1789,3
5,"Politics and government.",1792,2
5,"Politics and government.",1794,2
5,"Politics and government.",1795,7
5,"Politics and government.",1796,5
5,"Politics and government.",1797,4
5,"Politics and government.",1798,1
5,"Politics and government.",1799,3
5,"Politics and government.",1800,1
5,"Politics and government.",1802,2
5,"Politics and government.",1804,1
5,"Politics and government.",1806,2
5,"Politics and government.",1811,1
5,"Politics and government.",1814,4
5,"Politics and government.",1816,2
5,"Politics and government.",1817,2
5,"Politics and government.",1818,1
5,"Politics and government.",1819,1
5,"Politics and government.",1821,1
5,"Politics and government.",1822,2
5,"Politics and government.",1823,2
5,"Politics and government.",1824,3
5,"Politics and government.",1826,1
5,"Politics and government.",1830,9
5,"Politics and government.",1831,3
5,"Politics and government.",1832,1
5,"Politics and government.",1833,4
5,"Politics and government.",1834,1
5,"Politics and government.",1835,3
5,"Politics and government.",1836,1
5,"Politics and government.",1837,2
5,"Politics and government.",1838,1
5,"Politics and government.",1839,3
5,"Politics and government.",1840,3
5,"Politics and government.",1841,2
5,"Politics and government.",1842,3
5,"Politics and government.",1843,1
5,"Politics and government.",1844,3
5,"Politics and government.",1845,6
5,"Politics and government.",1846,3
5,"Politics and government.",1847,1
5,"Politics and government.",1848,8
5,"Politics and government.",1849,6
5,"Politics and government.",1850,3
5,"Politics and government.",1851,3
5,"Politics and government.",1852,4
5,"Politics and government.",1853,3
5,"Politics and government.",1854,6
5,"Politics and government.",1855,3
5,"Politics and government.",1857,3
5,"Politics and government.",1858,3
5,"Politics and government.",1859,9
5,"Politics and government.",1860,10
5,"Politics and government.",1861,15
5,"Politics and government.",1862,7
5,"Politics and government.",1863,10
5,"Politics and government.",1864,8
5,"Politics and government.",1865,5
5,"Politics and government.",1866,9
5,"Politics and government.",1867,6
5,"Politics and government.",1868,11
5,"Politics and government.",1869,6
5,"Politics and government.",1870,4
5,"Politics and government.",1871,9
5,"Politics and government.",1872,11
5,"Politics and government.",1873,3
5,"Politics and government.",1874,3
5,"Politics and government.",1875,6
5,"Politics and government.",1876,8
5,"Politics and government.",1877,5
5,"Politics and government.",1878,7
5,"Politics and government.",1879,3
5,"Politics and government.",1880,7
5,"Politics and government.",1881,7
5,"Politics and government.",1882,5
5,"Politics and government.",1883,5
5,"Politics and government.",1884,16
5,"Politics and government.",1885,15
5,"Politics and government.",1886,12
5,"Politics and government.",1887,8
5,"Politics and government.",1888,12
5,"Politics and government.",1889,11
5,"Politics and government.",1890,7
5,"Politics and government.",1891,9
5,"Politics and government.",1892,8
5,"Politics and government.",1893,6
5,"Politics and government.",1894,8
5,"Politics and government.",1895,9
5,"Politics and government.",1896,5
5,"Politics and government.",1897,15
5,"Politics and government.",1898,11
5,"Politics and government.",1899,10
5,"Politics and government.",1900,13
5,"Politics and government.",1901,11
5,"Politics and government.",1902,13
5,"Politics and government.",1903,13
5,"Politics and government.",1904,5
5,"Politics and government.",1905,19
5,"Politics and government.",1906,15
5,"Politics and government.",1907,22
5,"Politics and government.",1908,23
5,"Politics and government.",1909,33
5,"Politics and government.",1910,26
5,"Politics and government.",1911,27
5,"Politics and government.",1912,19
5,"Politics and government.",1913,42
5,"Politics and government.",1914,30
5,"Politics and government.",1915,26
5,"Politics and government.",1916,28
5,"Politics and government.",1917,33
5,"Politics and government.",1918,32
5,"Politics and government.",1919,27
5,"Politics and government.",1920,21
5,"Politics and government.",1921,20
5,"Politics and government.",1922,22
5,"Politics and government.",1923,22
5,"Politics and government.",1924,26
5,"Politics and government.",1925,24
5,"Politics and government.",1926,13
5,"Politics and government.",1927,32
5,"Politics and government.",1928,33
5,"Politics and government.",1929,26
5,"Politics and government.",1930,40
5,"Politics and government.",1931,30
5,"Politics and government.",1932,34
5,"Politics and government.",1933,47
5,"Politics and government.",1934,41
5,"Politics and government.",1935,28
5,"Politics and government.",1936,39
5,"Politics and government.",1937,49
5,"Politics and government.",1938,60
5,"Politics and government.",1939,62
5,"Politics and government.",1940,35
5,"Politics and government.",1941,24
5,"Politics and government.",1942,29
5,"Politics and government.",1943,28
5,"Politics and government.",1944,27
5,"Politics and government.",1945,47
5,"Politics and government.",1946,41
5,"Politics and government.",1947,26
5,"Politics and government.",1948,48
5,"Politics and government.",1949,30
5,"Politics and government.",1950,48
5,"Politics and government.",1951,42
5,"Politics and government.",1952,49
5,"Politics and government.",1953,49
5,"Politics and government.",1954,44
5,"Politics and government.",1955,59
5,"Politics and government.",1956,54
5,"Politics and government.",1957,60
5,"Politics and government.",1958,71
5,"Politics and government.",1959,68
5,"Politics and government.",1960,74
5,"Politics and government.",1961,82
5,"Politics and government.",1962,93
5,"Politics and government.",1963,91
5,"Politics and government.",1964,107
5,"Politics and government.",1965,124
5,"Politics and government.",1966,118
5,"Politics and government.",1967,126
5,"Politics and government.",1968,123
5,"Politics and government.",1969,142
5,"Politics and government.",196u,1
5,"Politics and government.",1970,141
5,"Politics and government.",1971,127
5,"Politics and government.",1972,145
5,"Politics and government.",1973,128
5,"Politics and government.",1974,117
5,"Politics and government.",1975,133
5,"Politics and government.",1976,148
5,"Politics and government.",1977,153
5,"Politics and government.",1978,182
5,"Politics and government.",1979,173
5,"Politics and government.",1980,125
5,"Politics and government.",1981,118
5,"Politics and government.",1982,126
5,"Politics and government.",1983,136
5,"Politics and government.",1984,129
5,"Politics and government.",1985,133
5,"Politics and government.",1986,152
5,"Politics and government.",1987,117
5,"Politics and government.",1988,122
5,"Politics and government.",1989,104
5,"Politics and government.",1990,113
5,"Politics and government.",1991,91
5,"Politics and government.",1992,104
5,"Politics and government.",1993,121
5,"Politics and government.",1994,113
5,"Politics and government.",1995,117
5,"Politics and government.",1996,90
5,"Politics and government.",1997,62
5,"Politics and government.",1998,99
5,"Politics and government.",1999,67
5,"Politics and government.",199u,1
5,"Politics and government.",19uu,5
5,"Politics and government.",2000,114
5,"Politics and government.",2001,91
5,"Politics and government.",2002,118
5,"Politics and government.",2003,111
5,"Politics and government.",2004,88
5,"Politics and government.",2005,71
5,"Politics and government.",2006,74
5,"Politics and government.",2007,83
5,"Politics and government.",2008,103
5,"Politics and government.",2009,134
5,"Politics and government.",2010,178
5,"Politics and government.",2011,208
5,"Politics and government.",2012,160
5,"Politics and government.",2013,165
5,"Politics and government.",2014,184
5,"Politics and government.",2015,305
5,"Politics and government.",2016,323
5,"Politics and government.",2017,307
5,"Politics and government.",2018,239
5,"Politics and government.",2019,147
5,"Politics and government.",2020,70
5,"Politics and government.",2021,18
6,Bellettrie.,1600,1
6,Bellettrie.,1634,1
6,Bellettrie.,1699,1
6,Bellettrie.,1730,1
6,Bellettrie.,1734,2
6,Bellettrie.,1741,1
6,Bellettrie.,1742,1
6,Bellettrie.,1743,1
6,Bellettrie.,1747,1
6,Bellettrie.,1763,2
6,Bellettrie.,1765,1
6,Bellettrie.,1805,1
6,Bellettrie.,1808,2
6,Bellettrie.,1809,1
6,Bellettrie.,1811,1
6,Bellettrie.,1816,1
6,Bellettrie.,1817,2
6,Bellettrie.,1818,2
6,Bellettrie.,1821,2
6,Bellettrie.,1822,1
6,Bellettrie.,1823,1
6,Bellettrie.,1826,5
6,Bellettrie.,1827,1
6,Bellettrie.,1828,2
6,Bellettrie.,1829,1
6,Bellettrie.,1830,3
6,Bellettrie.,1831,2
6,Bellettrie.,1832,1
6,Bellettrie.,1833,1
6,Bellettrie.,1834,1
6,Bellettrie.,1835,3
6,Bellettrie.,1838,2
6,Bellettrie.,1839,1
6,Bellettrie.,1840,1
6,Bellettrie.,1841,1
6,Bellettrie.,1842,1
6,Bellettrie.,1843,1
6,Bellettrie.,1844,1
6,Bellettrie.,1845,3
6,Bellettrie.,1846,1
6,Bellettrie.,1847,3
6,Bellettrie.,1849,1
6,Bellettrie.,1850,3
6,Bellettrie.,1852,1
6,Bellettrie.,1853,2
6,Bellettrie.,1854,1
6,Bellettrie.,1855,4
6,Bellettrie.,1856,4
6,Bellettrie.,1857,1
6,Bellettrie.,1858,3
6,Bellettrie.,1859,2
6,Bellettrie.,1860,3
6,Bellettrie.,1861,3
6,Bellettrie.,1862,2
6,Bellettrie.,1863,3
6,Bellettrie.,1864,3
6,Bellettrie.,1865,5
6,Bellettrie.,1866,1
6,Bellettrie.,1867,4
6,Bellettrie.,1868,8
6,Bellettrie.,1869,2
6,Bellettrie.,1870,5
6,Bellettrie.,1871,4
6,Bellettrie.,1872,6
6,Bellettrie.,1873,1
6,Bellettrie.,1874,2
6,Bellettrie.,1875,2
6,Bellettrie.,1876,9
6,Bellettrie.,1877,6
6,Bellettrie.,1878,4
6,Bellettrie.,1879,4
6,Bellettrie.,1880,2
6,Bellettrie.,1881,2
6,Bellettrie.,1882,2
6,Bellettrie.,1883,10
6,Bellettrie.,1884,5
6,Bellettrie.,1885,6
6,Bellettrie.,1886,6
6,Bellettrie.,1887,11
6,Bellettrie.,1888,5
6,Bellettrie.,1889,7
6,Bellettrie.,1890,8
6,Bellettrie.,1891,8
6,Bellettrie.,1892,4
6,Bellettrie.,1893,5
6,Bellettrie.,1894,3
6,Bellettrie.,1895,4
6,Bellettrie.,1896,3
6,Bellettrie.,1897,5
6,Bellettrie.,1898,6
6,Bellettrie.,1899,9
6,Bellettrie.,1900,7
6,Bellettrie.,1901,8
6,Bellettrie.,1902,6
6,Bellettrie.,1903,5
6,Bellettrie.,1904,7
6,Bellettrie.,1905,6
6,Bellettrie.,1906,10
6,Bellettrie.,1907,10
6,Bellettrie.,1908,9
6,Bellettrie.,1909,8
6,Bellettrie.,1910,10
6,Bellettrie.,1911,14
6,Bellettrie.,1912,10
6,Bellettrie.,1913,19
6,Bellettrie.,1914,14
6,Bellettrie.,1915,9
6,Bellettrie.,1916,15
6,Bellettrie.,1917,5
6,Bellettrie.,1918,14
6,Bellettrie.,1919,20
6,Bellettrie.,1920,23
6,Bellettrie.,1921,18
6,Bellettrie.,1922,13
6,Bellettrie.,1923,18
6,Bellettrie.,1924,16
6,Bellettrie.,1925,23
6,Bellettrie.,1926,12
6,Bellettrie.,1927,18
6,Bellettrie.,1928,23
6,Bellettrie.,1929,18
6,Bellettrie.,1930,23
6,Bellettrie.,1931,15
6,Bellettrie.,1932,18
6,Bellettrie.,1933,14
6,Bellettrie.,1934,18
6,Bellettrie.,1935,26
6,Bellettrie.,1936,15
6,Bellettrie.,1937,22
6,Bellettrie.,1938,24
6,Bellettrie.,1939,26
6,Bellettrie.,1940,17
6,Bellettrie.,1941,9
6,Bellettrie.,1942,8
6,Bellettrie.,1943,13
6,Bellettrie.,1944,5
6,Bellettrie.,1945,15
6,Bellettrie.,1946,27
6,Bellettrie.,1947,26
6,Bellettrie.,1948,36
6,Bellettrie.,1949,18
6,Bellettrie.,1950,25
6,Bellettrie.,1951,42
6,Bellettrie.,1952,26
6,Bellettrie.,1953,36
6,Bellettrie.,1954,33
6,Bellettrie.,1955,33
6,Bellettrie.,1956,43
6,Bellettrie.,1957,36
6,Bellettrie.,1958,44
6,Bellettrie.,1959,51
6,Bellettrie.,1960,43
6,Bellettrie.,1961,45
6,Bellettrie.,1962,50
6,Bellettrie.,1963,58
6,Bellettrie.,1964,66
6,Bellettrie.,1965,55
6,Bellettrie.,1966,49
6,Bellettrie.,1967,76
6,Bellettrie.,1968,70
6,Bellettrie.,1969,59
6,Bellettrie.,196u,1
6,Bellettrie.,1970,77
6,Bellettrie.,1971,67
6,Bellettrie.,1972,87
6,Bellettrie.,1973,92
6,Bellettrie.,1974,83
6,Bellettrie.,1975,114
6,Bellettrie.,1976,105
6,Bellettrie.,1977,107
6,Bellettrie.,1978,131
6,Bellettrie.,1979,151
6,Bellettrie.,1980,154
6,Bellettrie.,1981,231
6,Bellettrie.,1982,266
6,Bellettrie.,1983,251
6,Bellettrie.,1984,283
6,Bellettrie.,1985,238
6,Bellettrie.,1986,270
6,Bellettrie.,1987,193
6,Bellettrie.,1988,168
6,Bellettrie.,1989,174
6,Bellettrie.,1990,197
6,Bellettrie.,1991,184
6,Bellettrie.,1992,189
6,Bellettrie.,1993,207
6,Bellettrie.,1994,211
6,Bellettrie.,1995,198
6,Bellettrie.,1996,237
6,Bellettrie.,1997,249
6,Bellettrie.,1998,233
6,Bellettrie.,1999,236
6,Bellettrie.,19uu,6
6,Bellettrie.,2000,221
6,Bellettrie.,2001,203
6,Bellettrie.,2002,172
6,Bellettrie.,2003,185
6,Bellettrie.,2004,208
6,Bellettrie.,2005,214
6,Bellettrie.,2006,205
6,Bellettrie.,2007,295
6,Bellettrie.,2008,252
6,Bellettrie.,2009,183
6,Bellettrie.,200u,1
6,Bellettrie.,2010,179
6,Bellettrie.,2011,163
6,Bellettrie.,2012,38
6,Bellettrie.,2013,22
6,Bellettrie.,2014,5
6,Bellettrie.,2015,2
6,Bellettrie.,2016,1
6,Bellettrie.,2017,7
6,Bellettrie.,2018,33
6,Bellettrie.,2019,5
7,Nederlands.,1477,1
7,Nederlands.,1546,1
7,Nederlands.,1556,1
7,Nederlands.,1557,1
7,Nederlands.,1561,3
7,Nederlands.,1567,1
7,Nederlands.,1568,1
7,Nederlands.,1569,1
7,Nederlands.,1577,1
7,Nederlands.,1589,1
7,Nederlands.,1596,2
7,Nederlands.,1598,1
7,Nederlands.,1599,1
7,Nederlands.,1602,1
7,Nederlands.,1604,1
7,Nederlands.,1606,1
7,Nederlands.,1607,1
7,Nederlands.,1609,1
7,Nederlands.,1614,3
7,Nederlands.,1615,1
7,Nederlands.,1630,2
7,Nederlands.,1635,1
7,Nederlands.,1636,1
7,Nederlands.,1639,1
7,Nederlands.,1641,1
7,Nederlands.,1643,1
7,Nederlands.,1653,1
7,Nederlands.,1657,1
7,Nederlands.,1659,2
7,Nederlands.,1661,1
7,Nederlands.,1662,1
7,Nederlands.,1668,1
7,Nederlands.,1679,1
7,Nederlands.,1682,1
7,Nederlands.,1683,1
7,Nederlands.,1684,1
7,Nederlands.,1686,1
7,Nederlands.,1690,1
7,Nederlands.,1694,1
7,Nederlands.,1696,1
7,Nederlands.,1698,1
7,Nederlands.,1702,1
7,Nederlands.,1704,1
7,Nederlands.,1705,1
7,Nederlands.,1706,1
7,Nederlands.,1709,1
7,Nederlands.,1710,1
7,Nederlands.,1715,1
7,Nederlands.,1718,1
7,Nederlands.,1719,1
7,Nederlands.,1723,1
7,Nederlands.,1725,2
7,Nederlands.,1729,2
7,Nederlands.,1732,2
7,Nederlands.,1736,2
7,Nederlands.,1738,1
7,Nederlands.,1741,1
7,Nederlands.,1746,1
7,Nederlands.,1747,1
7,Nederlands.,1748,2
7,Nederlands.,1750,1
7,Nederlands.,1751,1
7,Nederlands.,1752,1
7,Nederlands.,1754,2
7,Nederlands.,1756,1
7,Nederlands.,1757,1
7,Nederlands.,1761,2
7,Nederlands.,1764,2
7,Nederlands.,1765,1
7,Nederlands.,1769,1
7,Nederlands.,1773,3
7,Nederlands.,1774,3
7,Nederlands.,1775,2
7,Nederlands.,1776,4
7,Nederlands.,1777,2
7,Nederlands.,1778,1
7,Nederlands.,1781,1
7,Nederlands.,1786,1
7,Nederlands.,1790,1
7,Nederlands.,1792,1
7,Nederlands.,1793,2
7,Nederlands.,1799,1
7,Nederlands.,179u,1
7,Nederlands.,17uu,1
7,Nederlands.,1800,1
7,Nederlands.,1801,1
7,Nederlands.,1803,1
7,Nederlands.,1804,3
7,Nederlands.,1805,6
7,Nederlands.,1806,1
7,Nederlands.,1807,1
7,Nederlands.,1808,4
7,Nederlands.,1809,2
7,Nederlands.,1810,7
7,Nederlands.,1811,1
7,Nederlands.,1814,2
7,Nederlands.,1815,1
7,Nederlands.,1816,2
7,Nederlands.,1817,2
7,Nederlands.,1818,2
7,Nederlands.,1819,5
7,Nederlands.,1820,4
7,Nederlands.,1821,5
7,Nederlands.,1822,6
7,Nederlands.,1823,6
7,Nederlands.,1824,8
7,Nederlands.,1825,3
7,Nederlands.,1826,8
7,Nederlands.,1827,7
7,Nederlands.,1828,2
7,Nederlands.,1829,11
7,Nederlands.,182u,1
7,Nederlands.,1830,8
7,Nederlands.,1831,5
7,Nederlands.,1832,5
7,Nederlands.,1833,2
7,Nederlands.,1834,5
7,Nederlands.,1835,4
7,Nederlands.,1836,3
7,Nederlands.,1837,3
7,Nederlands.,1838,3
7,Nederlands.,1840,4
7,Nederlands.,1841,2
7,Nederlands.,1842,2
7,Nederlands.,1843,1
7,Nederlands.,1844,6
7,Nederlands.,1845,3
7,Nederlands.,1846,4
7,Nederlands.,1847,5
7,Nederlands.,1848,5
7,Nederlands.,1849,8
7,Nederlands.,1850,5
7,Nederlands.,1851,2
7,Nederlands.,1852,6
7,Nederlands.,1853,5
7,Nederlands.,1854,6
7,Nederlands.,1855,9
7,Nederlands.,1856,8
7,Nederlands.,1857,7
7,Nederlands.,1858,12
7,Nederlands.,1859,7
7,Nederlands.,185u,1
7,Nederlands.,1860,8
7,Nederlands.,1861,11
7,Nederlands.,1862,8
7,Nederlands.,1863,16
7,Nederlands.,1864,9
7,Nederlands.,1865,15
7,Nederlands.,1866,10
7,Nederlands.,1867,11
7,Nederlands.,1868,7
7,Nederlands.,1869,5
7,Nederlands.,186u,1
7,Nederlands.,1870,6
7,Nederlands.,1871,11
7,Nederlands.,1872,6
7,Nederlands.,1873,10
7,Nederlands.,1874,8
7,Nederlands.,1875,14
7,Nederlands.,1876,10
7,Nederlands.,1877,16
7,Nederlands.,1878,14
7,Nederlands.,1879,4
7,Nederlands.,1880,12
7,Nederlands.,1881,12
7,Nederlands.,1882,9
7,Nederlands.,1883,21
7,Nederlands.,1884,15
7,Nederlands.,1885,19
7,Nederlands.,1886,13
7,Nederlands.,1887,19
7,Nederlands.,1888,14
7,Nederlands.,1889,17
7,Nederlands.,188u,1
7,Nederlands.,1890,21
7,Nederlands.,1891,15
7,Nederlands.,1892,17
7,Nederlands.,1893,24
7,Nederlands.,1894,16
7,Nederlands.,1895,14
7,Nederlands.,1896,13
7,Nederlands.,1897,10
7,Nederlands.,1898,18
7,Nederlands.,1899,15
7,Nederlands.,189u,2
7,Nederlands.,18uu,6
7,Nederlands.,1900,11
7,Nederlands.,1901,12
7,Nederlands.,1902,5
7,Nederlands.,1903,8
7,Nederlands.,1904,10
7,Nederlands.,1905,10
7,Nederlands.,1906,12
7,Nederlands.,1907,5
7,Nederlands.,1908,12
7,Nederlands.,1909,14
7,Nederlands.,190u,3
7,Nederlands.,1910,12
7,Nederlands.,1911,5
7,Nederlands.,1912,10
7,Nederlands.,1913,18
7,Nederlands.,1914,10
7,Nederlands.,1915,15
7,Nederlands.,1916,6
7,Nederlands.,1917,4
7,Nederlands.,1918,9
7,Nederlands.,1919,11
7,Nederlands.,1920,11
7,Nederlands.,1921,7
7,Nederlands.,1922,12
7,Nederlands.,1923,13
7,Nederlands.,1924,5
7,Nederlands.,1925,17
7,Nederlands.,1926,13
7,Nederlands.,1927,9
7,Nederlands.,1928,9
7,Nederlands.,1929,9
7,Nederlands.,1930,15
7,Nederlands.,1931,19
7,Nederlands.,1932,13
7,Nederlands.,1933,11
7,Nederlands.,1934,21
7,Nederlands.,1935,16
7,Nederlands.,1936,24
7,Nederlands.,1937,12
7,Nederlands.,1938,14
7,Nederlands.,1939,25
7,Nederlands.,1940,14
7,Nederlands.,1941,12
7,Nederlands.,1942,9
7,Nederlands.,1943,14
7,Nederlands.,1944,10
7,Nederlands.,1945,5
7,Nederlands.,1946,16
7,Nederlands.,1947,16
7,Nederlands.,1948,16
7,Nederlands.,1949,13
7,Nederlands.,1950,18
7,Nederlands.,1951,17
7,Nederlands.,1952,14
7,Nederlands.,1953,18
7,Nederlands.,1954,18
7,Nederlands.,1955,32
7,Nederlands.,1956,20
7,Nederlands.,1957,18
7,Nederlands.,1958,24
7,Nederlands.,1959,24
7,Nederlands.,1960,24
7,Nederlands.,1961,18
7,Nederlands.,1962,20
7,Nederlands.,1963,21
7,Nederlands.,1964,22
7,Nederlands.,1965,29
7,Nederlands.,1966,15
7,Nederlands.,1967,36
7,Nederlands.,1968,50
7,Nederlands.,1969,37
7,Nederlands.,1970,34
7,Nederlands.,1971,34
7,Nederlands.,1972,42
7,Nederlands.,1973,31
7,Nederlands.,1974,39
7,Nederlands.,1975,39
7,Nederlands.,1976,31
7,Nederlands.,1977,58
7,Nederlands.,1978,59
7,Nederlands.,1979,84
7,Nederlands.,197u,1
7,Nederlands.,1980,72
7,Nederlands.,1981,89
7,Nederlands.,1982,67
7,Nederlands.,1983,104
7,Nederlands.,1984,116
7,Nederlands.,1985,114
7,Nederlands.,1986,126
7,Nederlands.,1987,79
7,Nederlands.,1988,87
7,Nederlands.,1989,113
7,Nederlands.,1990,123
7,Nederlands.,1991,126
7,Nederlands.,1992,109
7,Nederlands.,1993,147
7,Nederlands.,1994,108
7,Nederlands.,1995,93
7,Nederlands.,1996,112
7,Nederlands.,1997,118
7,Nederlands.,1998,87
7,Nederlands.,1999,98
7,Nederlands.,19uu,2
7,Nederlands.,2000,111
7,Nederlands.,2001,95
7,Nederlands.,2002,121
7,Nederlands.,2003,97
7,Nederlands.,2004,127
7,Nederlands.,2005,123
7,Nederlands.,2006,97
7,Nederlands.,2007,85
7,Nederlands.,2008,70
7,Nederlands.,2009,69
7,Nederlands.,2010,47
7,Nederlands.,2011,35
7,Nederlands.,2012,5
7,Nederlands.,2013,11
7,Nederlands.,2014,5
7,Nederlands.,2015,1
7,Nederlands.,2016,4
7,Nederlands.,2017,8
7,Nederlands.,2018,28
7,Nederlands.,2019,3
8,Frans,1649,1
8,Frans,1669,1
8,Frans,1699,2
8,Frans,1738,1
8,Frans,1744,1
8,Frans,1794,2
8,Frans,1804,1
8,Frans,1805,1
8,Frans,1806,2
8,Frans,1810,2
8,Frans,1811,2
8,Frans,1812,1
8,Frans,1813,1
8,Frans,1816,1
8,Frans,1817,3
8,Frans,1818,1
8,Frans,1820,1
8,Frans,1821,2
8,Frans,1822,1
8,Frans,1823,2
8,Frans,1824,5
8,Frans,1826,2
8,Frans,1827,6
8,Frans,1828,2
8,Frans,1829,3
8,Frans,1830,1
8,Frans,1831,4
8,Frans,1832,1
8,Frans,1833,5
8,Frans,1834,1
8,Frans,1835,5
8,Frans,1836,3
8,Frans,1837,2
8,Frans,1838,4
8,Frans,1839,1
8,Frans,1840,1
8,Frans,1841,4
8,Frans,1842,4
8,Frans,1843,4
8,Frans,1844,4
8,Frans,1845,3
8,Frans,1846,1
8,Frans,1848,7
8,Frans,1850,2
8,Frans,1851,1
8,Frans,1852,3
8,Frans,1853,3
8,Frans,1854,2
8,Frans,1855,9
8,Frans,1856,8
8,Frans,1857,3
8,Frans,1858,5
8,Frans,1859,3
8,Frans,1860,8
8,Frans,1861,1
8,Frans,1862,5
8,Frans,1863,10
8,Frans,1864,2
8,Frans,1865,4
8,Frans,1866,6
8,Frans,1867,3
8,Frans,1868,6
8,Frans,1869,1
8,Frans,1870,2
8,Frans,1871,5
8,Frans,1872,3
8,Frans,1873,2
8,Frans,1874,7
8,Frans,1875,6
8,Frans,1876,3
8,Frans,1877,3
8,Frans,1878,4
8,Frans,1879,3
8,Frans,1880,2
8,Frans,1881,10
8,Frans,1882,5
8,Frans,1883,8
8,Frans,1884,3
8,Frans,1885,6
8,Frans,1886,4
8,Frans,1887,5
8,Frans,1888,3
8,Frans,1889,4
8,Frans,1890,14
8,Frans,1891,7
8,Frans,1892,7
8,Frans,1893,2
8,Frans,1894,11
8,Frans,1895,4
8,Frans,1896,6
8,Frans,1897,7
8,Frans,1898,11
8,Frans,1899,3
8,Frans,18uu,5
8,Frans,1900,7
8,Frans,1901,1
8,Frans,1902,3
8,Frans,1903,2
8,Frans,1904,1
8,Frans,1905,1
8,Frans,1906,1
8,Frans,1907,4
8,Frans,1908,4
